영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명
1,영업/정상,영업,,121849,서울특별시 마포구 성산동 137-4,서울특별시 마포구 월드컵북로26길 17 1층 우측호 (성산동),서울 마포구 월드컵북로26길,3949,올바른식당,I,2019.12.8 0:06,한식
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 478번지 공덕더샵아파트 ,서울특별시 마포구 백범로 170 102동 1층 11호 (공덕동 공덕더샵아파트),서울 마포구 백범로,4148,올비아,I,2019.2.13 2:21,기타
1,영업/정상,영업,222463538,121807,서울특별시 마포구 노고산동 56-25번지 1층 ,서울특별시 마포구 신촌로14길 29 1층 (노고산동),서울 마포구 신촌로14길,4057,올터,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121815,서울특별시 마포구 도화동 556번지 에스케이허브그린 201호,서울특별시 마포구 마포대로 73 2층 201호 (도화동 에스케이허브그린),서울 마포구 마포대로,4157,옴레스토랑&카페 마포/공덕점,I,2018.8.31 23:59,기타
1,영업/정상,영업,,121806,서울특별시 마포구 노고산동 31-110 지하1층,서울특별시 마포구 고산길 16 (노고산동지하1층),서울 마포구 고산길,4108,옹고집,U,2020.11.1 22:09,분식
1,영업/정상,영업,23930880,121885,서울특별시 마포구 합정동 383-3번지 ,서울특별시 마포구 월드컵로1길 5 (합정동),서울 마포구 월드컵로1길,4027,옹기골바베큐 합정점,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121838,서울특별시 마포구 서교동 354-8번지 ,서울특별시 마포구 양화로 122 (서교동 1층 일부),서울 마포구 양화로,4038,옹다래찜닭 홍대점,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 402-3번지 ,서울특별시 마포구 양화로6길 99 (서교동),서울 마포구 양화로6길,4048,옹달샘 본점,I,2018.8.31 23:59,한식
1,영업/정상,영업,23322440,121897,서울특별시 마포구 합정동 372-29번지 ,서울특별시 마포구 독막로2길 12 (합정동 1층),서울 마포구 독막로2길,4071,옹달샘 합정고깃집,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121859,서울특별시 마포구 아현동 326-18번지 1층일부 ,서울특별시 마포구 신촌로34길 37 (아현동 1층일부),서울 마포구 신촌로34길,4116,와당김밥,I,2018.8.31 23:59,분식
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 257-16번지 ,서울특별시 마포구 성미산로26길 42 (연남동 101호),서울 마포구 성미산로26길,3984,옥타,I,2018.8.31 23:59,일식
1,영업/정상,영업,23641217,121862,서울특별시 마포구 아현동 270-7번지 ,서울특별시 마포구 마포대로 229 (아현동 12층),서울 마포구 마포대로,4117,와우즉떡카페,I,2018.8.31 23:59,분식
1,영업/정상,영업,27198220,121807,서울특별시 마포구 노고산동 56-88번지 1층 ,서울특별시 마포구 신촌로14길 39 1층 (노고산동),서울 마포구 신촌로14길,4057,와우골,I,2018.8.31 23:59,한식
1,영업/정상,영업,,121885,서울특별시 마포구 합정동 388-25 1층일부,서울특별시 마포구 양화로1길 18 (합정동 1층일부),서울 마포구 양화로1길,4025,와우곱창 합정점,U,2020.12.2 22:06,한식
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 325-1번지 ,서울특별시 마포구 와우산로 162 (서교동 1층),서울 마포구 와우산로,4061,와우끝집,I,2018.8.31 23:59,호프/통닭
1,영업/정상,영업,23339123,121836,서울특별시 마포구 서교동 327-24 1층,서울특별시 마포구 와우산로29길 4-38 1층 (서교동),서울 마포구 와우산로29길,4052,무라 홍대2호점,U,2020.12.6 0:03,일식
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 260-31번지,서울특별시 마포구 동교로34길 3 3층 (연남동),서울 마포구 동교로34길,3982,와이니하이,U,2019.12.6 0:04,기타
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 340-1,서울특별시 마포구 와우산로1길 3 12층 (상수동),서울 마포구 와우산로1길,4074,YND-상수로운요놈들,U,2020.10.31 0:02,경양식
1,영업/정상,영업,25114096,121837,서울특별시 마포구 서교동 344-15,서울특별시 마포구 홍익로 6 1층 (서교동),서울 마포구 홍익로,4055,와이쿠페 홍대점,I,2019.12.8 22:05,기타
1,영업/정상,영업,,121893,서울특별시 마포구 서교동 369-3 성화빌딩,서울특별시 마포구 양화로16길 26 성화빌딩 1층 (서교동),서울 마포구 양화로16길,4039,디마로네,U,2020.10.31 22:05,기타
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 147-28,서울특별시 마포구 연희로1길 15 3층 (동교동),서울 마포구 연희로1길,3985,우미이로,U,2020.10.31 22:05,일식
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 147-28,서울특별시 마포구 연희로1길 15 2층 (동교동),서울 마포구 연희로1길,3985,블랑누아,U,2020.10.31 22:05,기타
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 41-10번지 ,서울특별시 마포구 월드컵북로50길 9 외 1필지 23층 (상암동),서울 마포구 월드컵북로50길,3927,와인그리고밤,U,2019.3.28 2:40,한식
1,영업/정상,영업,,121838,서울특별시 마포구 서교동 358-50 레디안트,서울특별시 마포구 와우산로21길 36-8 레디안트 23층 (서교동),서울 마포구 와우산로21길,4040,와인로그,U,2019.11.2 0:03,기타
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 32-14번지 담아재 ,서울특별시 마포구 월드컵북로44길 17 담아재 2층 (상암동),서울 마포구 월드컵북로44길,3930,와인바 소행성B612,I,2019.11.23 0:23,기타
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 387-12 하늘드리움,서울특별시 마포구 동교로 262-3 하늘드리움 1층 (연남동),서울 마포구 동교로,3982,와인바별채,U,2020.12.1 0:06,경양식
