영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명
1,영업/정상,영업,,121803,서울특별시 마포구 공덕동 242-6번지 ,서울특별시 마포구 마포대로10길 20 (공덕동 1층),서울 마포구 마포대로10길,4210,멘카야공덕점,I,2018.8.31 23:59,일식
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 316-3,서울특별시 마포구 와우산로13길 49-10 지층 101호 (상수동),서울 마포구 와우산로13길,4049,멘타카무쇼,I,2019.10.30 23:07,기타
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 42-7,서울특별시 마포구 월드컵북로 352-10 1층 (상암동),서울 마포구 월드컵북로,3927,멜라,U,2019.12.6 23:06,정종/대포집/소주방
1,영업/정상,영업,,121862,서울특별시 마포구 아현동 618-19 마포 센텀 슬로우스퀘어,서울특별시 마포구 마포대로 173-14 마포 센텀 슬로우스퀘어 1층 103호 (아현동),서울 마포구 마포대로,4130,멜로즈 바이 옐로우보울,U,2020.12.8 22:09,기타
1,영업/정상,영업,,121897,서울특별시 마포구 합정동 369-18 성우맨션,서울특별시 마포구 토정로 27-1 성우맨션 1층 202호 (합정동),서울 마포구 토정로,4083,멜팅글래스,U,2020.12.4 22:01,경양식
1,영업/정상,영업,,121795,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 ,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 지1층 B1034호 (상암동),서울 마포구 월드컵북로,3925,면당포상암누리꿈몰점,I,2020.3.1 0:23,한식
1,영업/정상,영업,,121817,서울특별시 마포구 동교동 165-8번지 B152호,서울특별시 마포구 양화로 156 B152호 (동교동),서울 마포구 양화로,4050,면사랑,I,2018.8.31 23:59,중국식
1,영업/정상,영업,,121803,서울특별시 마포구 공덕동 249-18 맑은못,서울특별시 마포구 마포대로8안길 14 지1층 (공덕동 맑은못),서울 마포구 마포대로8안길,4211,면식당,U,2020.12.4 22:02,한식
1,영업/정상,영업,,121841,서울특별시 마포구 서교동 494,서울특별시 마포구 양화로 72 101동 1층 116호 (서교동),서울 마포구 양화로,4044,웰빙멸치국수 서교점,U,2021.12.1 0:05,분식
1,영업/정상,영업,,121800,서울특별시 마포구 공덕동 7-149,서울특별시 마포구 효창원로 247 1층 (공덕동),서울 마포구 효창원로,4184,명가갈비찜,U,2020.12.9 0:03,한식
