영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 404-13,서울특별시 마포구 독막로9길 33 지1층 (서교동),서울 마포구 독막로9길,4048,0.5,I,2019.10.31 22:07,기타,
1,영업/정상,영업,,121813,서울특별시 마포구 도화동 201-45,서울특별시 마포구 삼개로 9 1층 (도화동),서울 마포구 삼개로,4172,1988옛날통닭 도화동점,I,2019.10.31 23:05,기타,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 390-25번지 지층일부 ,서울특별시 마포구 동교로38길 27 지층일부 (연남동),서울 마포구 동교로38길,3982,33유콘,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 324-8번지 2층일부 ,서울특별시 마포구 독막로 84 (상수동 2층일부),서울 마포구 독막로,4074,4월5일,U,2019.7.13 2:40,한식,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 377-5 베스트힐,서울특별시 마포구 동교로9길 48 베스트힐 2층 (망원동),서울 마포구 동교로9길,4012,5959양꼬치,U,2020.12.4 22:02,한식,
1,영업/정상,영업,23352929,121893,서울특별시 마포구 서교동 364-23번지 23층 ,서울특별시 마포구 어울마당로 80 (서교동 23층),서울 마포구 어울마당로,4041,5번가,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 476번지 외1필지 공덕파크자이 201동 5호,서울특별시 마포구 백범로 152 201동 5호 (공덕동 공덕파크자이),서울 마포구 백범로,4148,A4 아시안키친,U,2018.12.21 2:40,외국음식전문점(인도태국등),
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 330-26번지 ,서울특별시 마포구 와우산로29길 56-11 (서교동 지1층 일부),서울 마포구 와우산로29길,4052,A펍,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121883,서울특별시 마포구 합정동 412-29번지 지1층 ,서울특별시 마포구 독막로3길 6 지1층 (합정동),서울 마포구 독막로3길,4047,B&B,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 475번지 공덕푸르지오시티 1층 110호 ,서울특별시 마포구 마포대로 156 (공덕동 공덕푸르지오시티 1층 110호),서울 마포구 마포대로,4211,BBQ 공덕점,U,2019.10.18 2:40,호프/통닭,
1,영업/정상,영업,,121779,서울특별시 마포구 도화동 555 마포 한화 오벨리스크,서울특별시 마포구 마포대로 33 지하1층 137-1호 (도화동 마포 한화 오벨리스크),서울 마포구 마포대로,4167,BBQ 마포 오벨리스크점,I,2020.12.8 22:06,기타,
1,영업/정상,영업,,121878,서울특별시 마포구 중동 329번지 ,서울특별시 마포구 성암로3길 21 1층 (중동),서울 마포구 성암로3길,3951,BBQ 마포가좌역점,I,2020.3.26 0:23,기타,
1,영업/정상,영업,27143763,121812,서울특별시 마포구 도화동 7-20번지 ,서울특별시 마포구 도화4길 74 (도화동),서울 마포구 도화4길,4171,BBQ 마포도화점,I,2018.8.31 23:59,패스트푸드,
1,영업/정상,영업,23220774,121826,서울특별시 마포구 망원동 475-35번지 1층 ,서울특별시 마포구 포은로 140 (망원동1층),서울 마포구 포은로,3964,BBQ 망원점,I,2018.8.31 23:59,패스트푸드,
1,영업/정상,영업,23057292,121904,서울특별시 마포구 상암동 1630 휴먼시아,서울특별시 마포구 월드컵북로43길 11 지하1층 B103호 (상암동 휴먼시아),서울 마포구 월드컵북로43길,3914,BBQ 상암점,U,2019.10.31 22:01,통닭(치킨),
1,영업/정상,영업,23339279,121841,서울특별시 마포구 서교동 449-43번지 1층 ,서울특별시 마포구 월드컵북로5길 22 (서교동1층),서울 마포구 월드컵북로5길,4000,BBQ 서교점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23249289,121848,서울특별시 마포구 성산동 277-19번지 1층일부 ,서울특별시 마포구 월드컵로32길 35 1층 (성산동 일부),서울 마포구 월드컵로32길,3965,BBQ 성산점,I,2018.8.31 23:59,통닭(치킨),
1,영업/정상,영업,23335770,121855,서울특별시 마포구 신수동 105-2,서울특별시 마포구 창전로 66 1층 3호 (신수동),서울 마포구 창전로,4098,BBQ 창전점,U,2020.11.2 0:08,호프/통닭,
1,영업/정상,영업,27175778,121030,서울특별시 마포구 신공덕동 172,서울특별시 마포구 백범로 205 (신공덕동 펜트라하우스101동 B232호),서울 마포구 백범로,4194,BHC치킨 공덕점,U,2020.12.1 22:08,한식,
1,영업/정상,영업,,121812,서울특별시 마포구 도화동 67,서울특별시 마포구 마포대로4길 42 1층 (도화동),서울 마포구 마포대로4길,4173,BHC치킨 마포역점,U,2019.12.8 23:01,기타,
1,영업/정상,영업,,121824,서울특별시 마포구 망원동 438-21번지 1층 ,서울특별시 마포구 방울내로 41 1층 (망원동),서울 마포구 방울내로,3956,BHC치킨 망원점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 14-11번지 ,서울특별시 마포구 월드컵북로48길 38 (상암동 상암주택B 1층),서울 마포구 월드컵북로48길,3930,BHC치킨 상암DMC점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121845,서울특별시 마포구 성산동 200-46번지 1층 ,서울특별시 마포구 월드컵북로 177-1 (성산동1층),서울 마포구 월드컵북로,3947,BHC치킨 성산동점,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121855,서울특별시 마포구 신수동 190 성원아파트,서울특별시 마포구 독막로28길 7 101동 1층 106호 (신수동 성원아파트),서울 마포구 독막로28길,4090,BHC치킨 신수서강대점,U,2020.11.1 23:06,기타,
1,영업/정상,영업,,121010,서울특별시 마포구 아현동 702-6번지 1층일부 ,서울특별시 마포구 손기정로 29 (아현동 1층일부),서울 마포구 손기정로,4198,BHC치킨 아현점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121887,서울특별시 마포구 합정동 427-5번지 ,서울특별시 마포구 월드컵로 49 (합정동 1층 일부),서울 마포구 월드컵로,4023,BHC치킨 합정역점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121846,서울특별시 마포구 성산동 242-17번지 1층일부 ,서울특별시 마포구 성미산로 50 (성산동 1층일부),서울 마포구 성미산로,3998,BHC치킨 홍대초교점,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121884,서울특별시 마포구 합정동 360-17번지 ,서울특별시 마포구 독막로8길 30 1층 (합정동),서울 마포구 독막로8길,4072,SIP,U,2019.3.6 2:40,기타,
1,영업/정상,영업,,121854,서울특별시 마포구 신수동 10-2 2층,서울특별시 마포구 백범로 68 2층 (신수동),서울 마포구 백범로,4110,고기마니밥마니,U,2020.12.9 0:05,한식,
1,영업/정상,영업,,121803,서울특별시 마포구 공덕동 255-9번지 1층2층 ,서울 마포구 만리재로 5,서울 마포구 만리재로,,공덕삼교비,U,2019.3.2 2:40,호프/통닭,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 15-29번지 상암빌딩2층 ,서울특별시 마포구 월드컵북로48길 19 (상암동 상암빌딩 2층),서울 마포구 월드컵북로48길,3927,교대이층집 상암점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23739909,121850,서울특별시 마포구 성산동 592-6 이안상암2차 상가1층103호,서울특별시 마포구 월드컵로 190 (성산동 이안상암2차 상가1층103호),서울 마포구 월드컵로,3938,교촌치킨 성산2동점,U,2019.11.2 0:03,호프/통닭,
1,영업/정상,영업,,121120,서울특별시 마포구 현석동 225 래미안웰스트림,서울특별시 마포구 토정로18길 11 상가동 지2층 102호 (현석동 래미안웰스트림),서울 마포구 토정로18길,4091,굽네치킨 신수점,U,2020.12.5 22:04,통닭(치킨),
1,영업/정상,영업,27150592,121806,서울특별시 마포구 노고산동 40-9번지 ,서울특별시 마포구 신촌로 124 (노고산동),서울 마포구 신촌로,4101,김광석신촌칼국수,U,2019.10.3 2:40,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 333-9번지 ,서울특별시 마포구 와우산로5길 17-1 1층 (상수동),서울 마포구 와우산로5길,4074,나인투에잇,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 12-20번지 ,서울특별시 마포구 매봉산로2안길 22 (상암동 1층),서울 마포구 매봉산로2안길,3927,남강,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,23362688,121865,서울특별시 마포구 연남동 226-22 101호,서울특별시 마포구 성미산로 189-6 101호 (연남동),서울 마포구 성미산로,3981,다이닝야경,U,2019.10.31 23:08,호프/통닭,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 152-28 1~4층,서울특별시 마포구 동교로 216 (동교동 1~4층),서울 마포구 동교로,3994,대박할매곱창,U,2021.12.1 22:04,한식,
1,영업/정상,영업,,121800,서울특별시 마포구 공덕동 1-22,서울특별시 마포구 만리재로 126 1층 (공덕동),서울 마포구 만리재로,4183,더꼬치다 마포점,U,2020.12.4 22:00,기타,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 227-5,서울특별시 마포구 동교로46길 42 1층 (연남동),서울 마포구 동교로46길,3982,더슬라이스피자,U,2020.12.7 23:01,기타,
1,영업/정상,영업,,121881,서울특별시 마포구 창전동 308-1번지 1층 ,서울특별시 마포구 독막로 153 1층 (창전동),서울 마포구 독막로,4069,동대문엽기떡볶이 광흥창점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121873,서울특별시 마포구 염리동 155-1번지 ,서울특별시 마포구 백범로 123 (염리동 오원빌딩 1층 일부),서울 마포구 백범로,4137,동대문엽기떡볶이 마포공덕점,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121813,서울특별시 마포구 도화동 250-2번지 2층 ,서울특별시 마포구 삼개로 10 2층 (도화동),서울 마포구 삼개로,4173,동대문엽기떡볶이 마포역점,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121859,서울특별시 마포구 아현동 282-1번지 1층 ,서울특별시 마포구 굴레방로 11 1층 (아현동),서울 마포구 굴레방로,4117,동대문엽기떡볶이 아현점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 153-3번지 ,서울특별시 마포구 양화로19길 22-25 2층 (동교동),서울 마포구 양화로19길,3994,또보겠지떡볶이집 붕붕허니비점,U,2018.9.17 23:59,분식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 147-28,서울특별시 마포구 연희로1길 15 1층 (동교동),서울 마포구 연희로1길,3985,_,U,2020.12.5 0:01,외국음식전문점(인도태국등),
1,영업/정상,영업,,121840,서울특별시 마포구 서교동 397-13,서울특별시 마포구 어울마당로5길 50 지층전체 A (서교동),서울 마포구 어울마당로5길,4047,띠오데산타바바라 서교점,U,2020.12.7 22:02,기타,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 149-11,서울특별시 마포구 동교로30길 17-1 지1층 좌측호 (동교동),서울 마포구 동교로30길,3985,랑빠스81,U,2021.11.30 22:02,경양식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 147-50번지,서울특별시 마포구 양화로23길 10-8 1층 (동교동),서울 마포구 양화로23길,3985,레스토랑 아진,I,2019.12.5 22:05,기타,
1,영업/정상,영업,,121740,서울특별시 마포구 서교동 330-23번지 서교빌딩 2층 ,서울특별시 마포구 와우산로35길 67 (서교동서교빌딩 2층),서울 마포구 와우산로35길,4052,명품축산정육식당 홍대점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121828,서울특별시 마포구 상수동 92-9번지,서울특별시 마포구 와우산로13길 25 지1층 (상수동),서울 마포구 와우산로13길,4049,미식당,I,2019.12.6 0:04,기타,
1,영업/정상,영업,23083297,121878,서울특별시 마포구 중동 322번지 101호 ,서울특별시 마포구 성암로3길 15 (중동101호),서울 마포구 성암로3길,3951,미정솥뚜껑생삼겹살,U,2019.7.12 2:40,한식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 381-3번지,서울특별시 마포구 동교로34길 17 지 층 102호 (연남동),서울 마포구 동교로34길,3982,바결,I,2019.12.5 23:01,기타,
1,영업/정상,영업,23347739,121818,서울특별시 마포구 동교동 169-6,서울특별시 마포구 어울마당로 143 (동교동),서울 마포구 어울마당로,4051,바다나라,U,2020.12.7 22:05,한식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 113-25,서울특별시 마포구 연희로1길 36 지1층 B01호 (동교동),서울 마포구 연희로1길,3985,바다덮동,U,2020.12.7 22:00,일식,
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 336-23,서울특별시 마포구 와우산로29나길 7 1층 (서교동),서울 마포구 와우산로29나길,4053,바다생고기,U,2019.12.8 0:09,한식,
1,영업/정상,영업,,121892,서울특별시 마포구 창전동 442 서강한화오벨리스크,서울특별시 마포구 창전로 45 102동 103호 (창전동 서강한화오벨리스크),서울 마포구 창전로,4086,바다생협 창전점,I,2020.12.5 0:05,횟집,
1,영업/정상,영업,23090929,121849,서울특별시 마포구 성산동 533-1번지 ,서울특별시 마포구 월드컵로 235 (성산동 2층),서울 마포구 월드컵로,3901,바다식당,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121842,서울특별시 마포구 서교동 465-2,서울특별시 마포구 동교로 128 A동 1 2층 (서교동),서울 마포구 동교로,4030,바다애 회 홍대본점,U,2020.12.9 0:09,일식,
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1597번지 사보이시티디엠씨 B114호,서울특별시 마포구 월드컵북로54길 17 B114호 (상암동 사보이시티디엠씨),서울 마포구 월드컵북로54길,3924,바다양푼이찌개마을 마포상암점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121885,서울특별시 마포구 합정동 388-2 1층 101호,서울특별시 마포구 월드컵로3길 31-4 1층 101호 (합정동),서울 마포구 월드컵로3길,4025,바다와농부,U,2019.10.31 0:01,까페,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 241-13,서울특별시 마포구 동교로51길 77-11 102호 1층우측 (연남동),서울 마포구 동교로51길,3980,바다초밥,U,2020.12.4 22:02,일식,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 401-3 1층,서울특별시 마포구 독막로9길 9 (서교동 1층),서울 마포구 독막로9길,4048,바다포차 시실리,U,2020.12.2 23:06,한식,
1,영업/정상,영업,23380827,121869,서울특별시 마포구 연남동 566-8번지 1층 ,서울특별시 마포구 동교로27길 60 (연남동1층),서울 마포구 동교로27길,3990,바다회사랑,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121842,서울특별시 마포구 서교동 461-25,서울특별시 마포구 동교로 143 (서교동 2층),서울 마포구 동교로,4002,바다회사랑 2호점,U,2020.12.1 22:00,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 314-11번지 ,서울특별시 마포구 와우산로13길 49-3 (상수동 지하1층 일부),서울 마포구 와우산로13길,4049,바다회해물탕,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27049467,121701,서울특별시 마포구 도화동 541번지 일신빌딩 지하1층 345호,서울특별시 마포구 마포대로 38 일신빌딩 지하1층 345호 (도화동),서울 마포구 마포대로,4174,바닷가작은부엌 마포역점,I,2018.8.31 23:59,일식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 228-9,서울특별시 마포구 동교로 266-5 1층 (연남동),서울 마포구 동교로,3982,바란스,I,2020.12.8 23:00,기타,
1,영업/정상,영업,27191235,121803,서울특별시 마포구 공덕동 249-22번지 지상1층 ,서울특별시 마포구 마포대로12길 56 (공덕동지상1층),서울 마포구 마포대로12길,4211,바람과파도사이,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121885,서울특별시 마포구 합정동 388-32,서울특별시 마포구 월드컵로1길 40 2층 (합정동),서울 마포구 월드컵로1길,4025,바람잔,I,2019.12.7 22:06,기타,
1,영업/정상,영업,,121815,서울특별시 마포구 도화동 571번지 나눔빌딩1층 106호,서울특별시 마포구 도화길 43 1층 106호 (도화동 나눔빌딩),서울 마포구 도화길,4168,바르다김선생 공덕역점,U,2018.10.7 2:37,분식,
1,영업/정상,영업,,121811,서울특별시 마포구 대흥동 803번지 동양엔파트 지1층 110호,서울특별시 마포구 백범로 82 지1층 110호 (대흥동 동양엔파트),서울 마포구 백범로,4110,바르다김선생 대흥역점,I,2018.12.29 2:20,기타,
1,영업/정상,영업,,121904,서울특별시 마포구 상암동 1605,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어동 1층 117호 (상암동),서울 마포구 월드컵북로,3925,바르다김선생 상암DMC점,U,2020.12.6 23:07,일식,
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 476 공덕파크자이,서울특별시 마포구 백범로 152 102동 1층 13호 (공덕동 공덕파크자이),서울 마포구 백범로,4148,바른치킨 공덕파크자이점,U,2019.10.31 22:05,호프/통닭,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 2-222 샤마임하우스,서울특별시 마포구 매봉산로2길 1 샤마임하우스 1층 (상암동),서울 마포구 매봉산로2길,3927,바른치킨 상암점,I,2019.11.1 22:03,호프/통닭,
1,영업/정상,영업,,121854,서울특별시 마포구 신수동 85-5번지 ,서울특별시 마포구 광성로6길 16 (신수동 1층),서울 마포구 광성로6길,4096,바른치킨 서강대점,U,2020.2.20 2:40,까페,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 361-3 Terra빌딩,서울특별시 마포구 와우산로18길 29 Terra빌딩 1층 (서교동),서울 마포구 와우산로18길,4067,바리 홍대점,U,2020.12.4 22:01,한식,
1,영업/정상,영업,2.07E+11,121842,서울특별시 마포구 서교동 464-63,서울특별시 마포구 동교로 140-8 1층 (서교동),서울 마포구 동교로,4030,바먼트,U,2020.12.4 0:06,기타,
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 327-46번지 ,서울특별시 마포구 와우산로29길 4-15 23층 (서교동),서울 마포구 와우산로29길,4052,바바코아,U,2019.8.24 2:40,기타,
1,영업/정상,영업,,121050,서울특별시 마포구 마포동 388-5번지 아리수 빌딩 ,서울특별시 마포구 마포대로4다길 31 아리수 빌딩 지1층 B102호 (마포동),서울 마포구 마포대로4다길,4178,바브로,U,2020.4.22 2:40,기타,
1,영업/정상,영업,,121822,서울특별시 마포구 망원동 412-52번지 1층좌측점포 ,서울특별시 마포구 월드컵로13길 64 (망원동 1층좌측점포),서울 마포구 월드컵로13길,4011,바삭마차,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121862,서울특별시 마포구 아현동 618-8번지 ,서울특별시 마포구 마포대로 179 (아현동 1층일부),서울 마포구 마포대로,4130,바삭바삭,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1597 사보이시티디엠씨,서울특별시 마포구 월드컵북로54길 17 사보이시티디엠씨 1층 123호 (상암동),서울 마포구 월드컵북로54길,3924,바삭하게,U,2020.12.6 0:09,일식,
1,영업/정상,영업,27496634,121835,서울특별시 마포구 상암동 1595-1번지 ,서울특별시 마포구 월드컵북로56길 19 2층 201호 (상암동),서울 마포구 월드컵북로56길,3923,바스버거 상암DMC점,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121885,서울특별시 마포구 합정동 387-6번지 지1층 1층 ,서울특별시 마포구 양화로3길 25 지1층 1층 (합정동),서울 마포구 양화로3길,4025,바우네나주곰탕 합정동점,U,2020.4.26 2:40,한식,
1,영업/정상,영업,,121897,서울특별시 마포구 합정동 370-2번지 ,서울특별시 마포구 토정로3길 17 지하1층 (합정동),서울 마포구 토정로3길,4083,바우리,I,2018.8.31 23:59,감성주점,
1,영업/정상,영업,,121883,서울특별시 마포구 합정동 412-27번지 합정동K빌딩 1층 102호 ,서울특별시 마포구 독막로 31-3 합정동K빌딩 1층 102호 (합정동),서울 마포구 독막로,4047,바울프,U,2019.2.14 2:40,호프/통닭,
1,영업/정상,영업,,121883,서울특별시 마포구 합정동 354-22,서울특별시 마포구 독막로 46 지1 1층 (합정동),서울 마포구 독막로,4073,바이러닉 에스프레소바 합정본점,U,2020.12.8 0:06,기타,
1,영업/정상,영업,23386105,121887,서울특별시 마포구 합정동 428-27번지 ,서울특별시 마포구 양화로3길 89 (합정동),서울 마포구 양화로3길,4022,바이타임 용혁점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121884,서울특별시 마포구 합정동 362-4,서울특별시 마포구 독막로8길 6 7층 (합정동),서울 마포구 독막로8길,4072,바인웍스코리아,U,2020.12.1 23:01,외국음식전문점(인도태국등),
1,영업/정상,영업,,121840,서울특별시 마포구 서교동 395-65,서울특별시 마포구 독막로3길 35 지상1층 (서교동),서울 마포구 독막로3길,4044,바코포차,U,2019.10.31 22:01,정종/대포집/소주방,
1,영업/정상,영업,231418474,121820,서울특별시 마포구 망원동 378-6번지 ,서울특별시 마포구 월드컵로11길 8 (망원동 1층 2호),서울 마포구 월드컵로11길,4013,박가네,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27143660,121875,서울특별시 마포구 용강동 43-16번지 ,서울특별시 마포구 토정로 311 (용강동),서울 마포구 토정로,4166,박달재,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121845,서울특별시 마포구 성산동 200-85,서울특별시 마포구 월드컵북로27길 24 1층 (성산동),서울 마포구 월드컵북로27길,3947,박리아닭강정,U,2020.12.4 22:08,호프/통닭,
1,영업/정상,영업,,121807,서울특별시 마포구 노고산동 56-76,서울특별시 마포구 신촌로12길 35 1층일부 (노고산동),서울 마포구 신촌로12길,4057,박_,U,2020.12.2 21:00,경양식,
1,영업/정상,영업,27115355,121806,서울특별시 마포구 노고산동 31-103 1층,서울특별시 마포구 고산길 18 (노고산동1층),서울 마포구 고산길,4108,박여사네,U,2020.12.6 22:05,한식,
1,영업/정상,영업,,121130,서울특별시 마포구 구수동 68-13,서울특별시 마포구 토정로14길 16 1층 (구수동),서울 마포구 토정로14길,4093,박연식당,U,2020.12.4 0:04,기타,
1,영업/정상,영업,23226365,121842,서울특별시 마포구 서교동 465-11 동진빌딩,서울특별시 마포구 잔다리로 78 동진빌딩 1층 104호 (서교동),서울 마포구 잔다리로,4030,박용석스시 2호점,U,2021.12.1 23:09,일식,
1,영업/정상,영업,,121813,서울특별시 마포구 도화동 250-1번지 2층일부 ,서울특별시 마포구 도화길 10 (도화동 2층일부),서울 마포구 도화길,4173,박용석스시 도화점,I,2018.8.31 23:59,일식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 228-64번지 1층 ,서울특별시 마포구 동교로 246 1층 (연남동),서울 마포구 동교로,3982,박용석스시 연남점,I,2018.8.31 23:59,일식,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 377-1번지 ,서울특별시 마포구 월드컵로 87 (망원동 마포로얄프라자 2층 204호),서울 마포구 월드컵로,4012,박용채방목장,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23073333,121849,서울특별시 마포구 성산동 533-1번지 ,서울특별시 마포구 월드컵로 235 (성산동 2층 일부),서울 마포구 월드컵로,3901,반도회관,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 313-3,서울특별시 마포구 독막로15길 3-12 1층 102호 (상수동),서울 마포구 독막로15길,4049,반라이,I,2021.11.30 23:03,일식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 260-16번지,서울특별시 마포구 동교로38길 4 2층 (연남동),서울 마포구 동교로38길,3982,반말포차,I,2019.12.5 22:04,기타,
1,영업/정상,영업,,121805,서울특별시 마포구 공덕동 476 공덕파크자이,서울특별시 마포구 백범로 152 101동 9호 (공덕동 공덕파크자이),서울 마포구 백범로,4148,반미362 공덕파크자이점,U,2020.12.4 22:03,기타,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 241-30번지 ,서울특별시 마포구 성미산로29길 20 지층일부 1층 2층 (연남동),서울 마포구 성미산로29길,3980,반미프엉,I,2019.3.24 2:20,기타,
1,영업/정상,영업,27073981,121854,서울특별시 마포구 신수동 88-13번지 ,서울특별시 마포구 광성로 42-1 (신수동),서울 마포구 광성로,4096,반석식당,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27122558,121010,서울특별시 마포구 아현동 802 아현아이파크,서울특별시 마포구 마포대로 246 상가동 지2층 B201호 (아현동 아현아이파크),서울 마포구 마포대로,4201,반올림피자샵 서울공덕점,U,2019.12.9 0:03,분식,
1,영업/정상,영업,,121874,서울특별시 마포구 염리동 168-9 B1 107호,서울특별시 마포구 독막로 311 (염리동 B1 107호),서울 마포구 독막로,4156,반장즉석떡볶이 마포재화스퀘어점,U,2020.11.1 22:02,분식,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 57-41,서울특별시 마포구 월드컵로19길 18 1층 우측호 (망원동),서울 마포구 월드컵로19길,4012,반주,I,2021.12.2 0:08,한식,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 57-156,서울특별시 마포구 월드컵로21길 55 (망원동),서울 마포구 월드컵로21길,4014,반했닭옛날통닭 망원점,U,2020.12.4 22:02,한식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 228-48번지 ,서울특별시 마포구 동교로 248-1 지상2층 (연남동),서울 마포구 동교로,3982,발리문,I,2018.8.31 23:59,외국음식전문점(인도태국등),
1,영업/정상,영업,,121840,서울특별시 마포구 서교동 396-32번지 ,서울특별시 마포구 양화로6길 45 (서교동 2층 일부),서울 마포구 양화로6길,4047,발리슈퍼스토어,U,2019.3.14 2:40,호프/통닭,
1,영업/정상,영업,,121821,서울특별시 마포구 망원동 394-86번지 1층일부 ,서울특별시 마포구 포은로 67 (망원동 1층일부),서울 마포구 포은로,4017,발리인망원,I,2018.8.31 23:59,외국음식전문점(인도태국등),
1,영업/정상,영업,,121803,서울특별시 마포구 공덕동 256-30번지 ,서울특별시 마포구 만리재옛길 1 (공덕동 1층 2호),서울 마포구 만리재옛길,4214,발린치,I,2018.8.31 23:59,경양식,
1,영업/정상,영업,23340619,121880,서울특별시 마포구 창전동 6-133번지 ,서울특별시 마포구 와우산로 128 1층 (창전동),서울 마포구 와우산로,4059,발바리네,U,2020.3.18 2:40,한식,
1,영업/정상,영업,,121841,서울특별시 마포구 서교동 449-35,서울특별시 마포구 월드컵북로 41 1층 104호 (서교동),서울 마포구 월드컵북로,4000,발업,U,2020.12.5 22:06,기타,
1,영업/정상,영업,,121818,서울특별시 마포구 동교동 170-38번지 완빌딩 ,서울특별시 마포구 어울마당로 155-1 완빌딩 4층 (동교동),서울 마포구 어울마당로,4051,발코니가든,I,2019.6.21 2:21,기타,
1,영업/정상,영업,27908285,121895,서울특별시 마포구 서교동 410-1번지 ,서울특별시 마포구 와우산로17길 5 (서교동 2층),서울 마포구 와우산로17길,4049,밤과음악사이,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 404-9,서울특별시 마포구 독막로9길 41 12층 (서교동),서울 마포구 독막로9길,4048,밤낮 cafe&pub,U,2021.12.1 23:08,호프/통닭,
1,영업/정상,영업,29428781,121840,서울특별시 마포구 서교동 396-36번지 2층 ,서울특별시 마포구 양화로6길 57 (서교동2층),서울 마포구 양화로6길,4047,밤마실,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 360-14,서울특별시 마포구 와우산로18길 30 1층 (서교동),서울 마포구 와우산로18길,4067,밤샷,U,2020.12.4 22:01,기타,
1,영업/정상,영업,23050735,121795,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 지1층 B1089호,서울특별시 마포구 월드컵북로 396 지1층 B1089호 (상암동 누리꿈스퀘어 ),서울 마포구 월드컵북로,3925,밥 본점,U,2019.3.22 2:40,한식,
