영업상태코드,영업상태명,상세영업상태명,전화번호,소재지우편번호,지번주소,도로명주소,도로명주소_검색용,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 405-13 지하1층,서울특별시 마포구 어울마당로 55-4 (서교동지하1층),서울 마포구 어울마당로,4048,셀리의기타,U,2020.11.1 23:04,경양식,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 40번지 ,서울특별시 마포구 월드컵북로50길 14-6 1층 (상암동),서울 마포구 월드컵북로50길,3927,셰셰,I,2019.11.6 0:23,중국식,
1,영업/정상,영업,23727900,121904,서울특별시 마포구 상암동 1683 상암 타워클리닉,서울특별시 마포구 상암산로1길 77 상암 타워클리닉 101호 (상암동),서울 마포구 상암산로1길,3905,셰프차이나,I,2019.12.7 0:04,기타,
1,영업/정상,영업,23257770,121822,서울특별시 마포구 망원동 413-38번지 외2필지 1층 ,서울특별시 마포구 포은로 72 (망원동외2필지 1층),서울 마포구 포은로,4014,소가네세겹살,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121893,서울특별시 마포구 서교동 366-13,서울특별시 마포구 잔다리로6길 40-6 2층 (서교동),서울 마포구 잔다리로6길,4042,소고산제일루 본점,U,2019.12.9 0:06,기타,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 401-17번지 ,서울특별시 마포구 양화로6길 91 (서교동 1층 일부),서울 마포구 양화로6길,4048,소곱놀이,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23361968,121819,서울특별시 마포구 동교동 204-1,서울특별시 마포구 월드컵북로6길 46 1층 (동교동),서울 마포구 월드컵북로6길,3993,소공동식당 연남점,U,2020.12.3 21:00,기타,
1,영업/정상,영업,23383014,121818,서울특별시 마포구 동교동 169-25번지 ,서울특별시 마포구 양화로18안길 18 (동교동 지1층),서울 마포구 양화로18안길,4051,소굴,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 240-16,서울특별시 마포구 성미산로29안길 18 1층 (연남동),서울 마포구 성미산로29안길,3980,소금집 델리 연남,U,2020.12.5 22:05,기타,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 57-38,서울특별시 마포구 월드컵로19길 14 2층 (망원동),서울 마포구 월드컵로19길,4012,소금집델리 망원,U,2019.10.31 22:07,기타,
1,영업/정상,영업,,121811,서울특별시 마포구 대흥동 801-40번지 동성빌딩 ,서울특별시 마포구 대흥로14길 14 동성빌딩 1층 (대흥동),서울 마포구 대흥로14길,4159,소나무,I,2019.6.6 2:21,기타,
1,영업/정상,영업,27147285,121804,서울특별시 마포구 공덕동 320번지 1층 ,서울특별시 마포구 마포대로11길 25-18 (공덕동1층),서울 마포구 마포대로11길,4142,소나무숯불구이,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121819,서울특별시 마포구 동교동 204-34,서울특별시 마포구 월드컵북로4길 59 지층 (동교동),서울 마포구 월드컵북로4길,3993,소나무연남돈까스,U,2020.11.1 22:03,기타,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 5-1번지 ,서울특별시 마포구 매봉산로2길 19 12층 (상암동),서울 마포구 매봉산로2길,3927,소나이,I,2019.10.13 0:22,기타,
1,영업/정상,영업,,121887,서울특별시 마포구 합정동 433-28 1층일부,서울특별시 마포구 포은로 56 1층일부 (합정동),서울 마포구 포은로,4021,소나티네,U,2019.12.7 0:09,기타,
1,영업/정상,영업,,121888,서울특별시 마포구 합정동 472번지 ,서울특별시 마포구 월드컵로1길 14 (합정동 마포한강푸르지오B115-1호),서울 마포구 월드컵로1길,4024,소노야 합정점,I,2018.8.31 23:59,일식,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 2-251번지 ,서울특별시 마포구 매봉산로2길 3 1층 (상암동),서울 마포구 매봉산로2길,3927,소담,U,2019.12.25 2:40,한식,
1,영업/정상,영업,,121888,서울특별시 마포구 합정동 440-22번지 대명풀하우스B동 ,서울특별시 마포구 희우정로 46-15 1층 103호 (합정동 대명풀하우스B동),서울 마포구 희우정로,4020,소담,I,2019.3.22 5:20,기타,마포 소담' 검색시 3번째로 뜸
1,영업/정상,영업,,121904,서울특별시 마포구 상암동 1607번지 지하1층 ,서울특별시 마포구 상암산로 76 (상암동 지하1층),서울 마포구 상암산로,3926,소담비빔국수 YTN점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121828,서울특별시 마포구 상수동 93-2번지 서궁빌딩 ,서울특별시 마포구 독막로19길 19 서궁빌딩 1층 (상수동),서울 마포구 독막로19길,4068,소담카츠,I,2019.10.2 2:22,기타,
1,영업/정상,영업,27169992,121809,서울특별시 마포구 대흥동 241-17,서울특별시 마포구 백범로20길 10 1층 (대흥동),서울 마포구 백범로20길,4149,소돌초밥,U,2020.12.2 22:07,일식,
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 327-43,서울특별시 마포구 와우산로29길 4-26 201호 (서교동),서울 마포구 와우산로29길,4052,소림마라 마포점,U,2020.12.7 22:08,일식,
1,영업/정상,영업,2260134035,121846,서울특별시 마포구 성산동 232-5,서울특별시 마포구 월드컵북로 65 (성산동 1층),서울 마포구 월드컵북로,3999,소마,U,2020.12.7 0:01,중국식,
1,영업/정상,영업,2.07E+11,121826,서울특별시 마포구 망원동 475-1번지 ,서울특별시 마포구 방울내로 70 (망원동),서울 마포구 방울내로,3964,소문난간이횟집 망원점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121827,서울특별시 마포구 망원동 479-68,서울특별시 마포구 망원로7길 36 (망원동 1층 일부),서울 마포구 망원로7길,3964,소문난순대국왕족발,U,2020.12.4 0:03,한식,
1,영업/정상,영업,23339734,121847,서울특별시 마포구 성산동 253-9번지 1층 ,서울특별시 마포구 월드컵로28길 4 (성산동1층),서울 마포구 월드컵로28길,3971,소문난양푼이쭈꾸미,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27026058,121803,서울특별시 마포구 공덕동 249-23번지 ,서울특별시 마포구 마포대로8길 19 (공덕동 1층),서울 마포구 마포대로8길,4211,소문난쭈꾸미 공덕점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27017362,121812,서울특별시 마포구 도화동 179-15번지 ,서울특별시 마포구 새창로2길 15 (도화동 1층),서울 마포구 새창로2길,4168,소문난쭈꾸미 마포본점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 378-9번지 지하1층일부 ,서울특별시 마포구 동교로9길 28 (망원동 지하1층일부),서울 마포구 동교로9길,4013,소바식당 망원점,U,2019.7.18 2:40,일식,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 402-7,서울특별시 마포구 양화로6길 99-5 지하1층 (서교동),서울 마포구 양화로6길,4048,소박한이야기,U,2020.12.4 22:01,일식,
1,영업/정상,영업,,121894,서울특별시 마포구 서교동 375-30번지 1층 ,서울특별시 마포구 동교로18길 41 (서교동 1층),서울 마포구 동교로18길,4031,소반,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121840,서울특별시 마포구 서교동 395-68번지 ,서울특별시 마포구 독막로3길 33 2층 (서교동),서울 마포구 독막로3길,4044,소설가,I,2019.6.14 2:21,기타,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 12-11번지 1층 ,서울특별시 마포구 매봉산로2안길 20 1층 (상암동),서울 마포구 매봉산로2안길,3927,소세지하우스,U,2018.9.20 23:59,한식,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 403-4번지 DE빌딩 ,서울특별시 마포구 독막로9길 38 DE빌딩 1층 102호 (서교동),서울 마포구 독막로9길,4048,소소떡볶이 서교점,I,2019.4.14 2:20,기타,
1,영업/정상,영업,,121892,서울특별시 마포구 창전동 444 서강쌍용예가,서울특별시 마포구 독막로 147-7 서강쌍용예가 104호 (창전동),서울 마포구 독막로,4069,소스포소스,I,2020.10.30 22:00,기타,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 339-3 1층,서울특별시 마포구 와우산로1길 3-13 1층 (상수동),서울 마포구 와우산로1길,4074,소안도풍경,U,2020.12.8 0:07,한식,
1,영업/정상,영업,,121827,서울특별시 마포구 망원동 477-20번지 1층 ,서울특별시 마포구 방울내로 88 1층 (망원동),서울 마포구 방울내로,3963,소이양꼬치,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 229-67번지 1층 일부 ,서울특별시 마포구 동교로 267 (연남동 1층 일부),서울 마포구 동교로,3983,소이연남,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,,,서울특별시 마포구 성미산로17길 99 (연남동 1층일부),서울 마포구 성미산로17길,3974,소점,U,2019.11.2 0:03,호프/통닭,
1,영업/정상,영업,,121875,서울특별시 마포구 용강동 67-1번지 외7필지 인우빌딩 B01호 ,서울특별시 마포구 토정로35길 11 지층 B01호 (용강동 인우빌딩),서울 마포구 토정로35길,4166,소정원,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23354555,121898,서울특별시 마포구 동교동 198-19,서울특별시 마포구 동교로 223 (동교동 지하1층),서울 마포구 동교로,3993,소주당,U,2020.10.30 23:07,경양식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 387-6번지 ,서울특별시 마포구 동교로 266-12 1층 (연남동),서울 마포구 동교로,3982,소주방,I,2018.8.31 23:59,정종/대포집/소주방,
1,영업/정상,영업,23252014,121819,서울특별시 마포구 동교동 206-3번지 ,서울특별시 마포구 월드컵북로4길 8 (동교동 1층),서울 마포구 월드컵북로4길,3992,소주식당,U,2019.7.17 2:40,한식,
1,영업/정상,영업,,121779,서울특별시 마포구 도화동 555번지 한화오벨리스크 지1층 110호 ,서울특별시 마포구 마포대로 33 (도화동한화오벨리스크 지1층 110호),서울 마포구 마포대로,4167,소촌밥상,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,23255202,121895,서울특별시 마포구 서교동 411-12번지 ,서울특별시 마포구 와우산로15길 49 (서교동 1층),서울 마포구 와우산로15길,4049,소코아 홍대점,U,2019.6.12 2:40,까페,
1,영업/정상,영업,,121821,서울특별시 마포구 망원동 496 망원1차대림아파트,서울특별시 마포구 희우정로10길 15 망원1차대림아파트 103호 (망원동),서울 마포구 희우정로10길,4017,소파,I,2020.10.31 0:07,경양식,
1,영업/정상,영업,,121816,서울특별시 마포구 동교동 152-1 지1층,서울특별시 마포구 동교로 226 (동교동지1층),서울 마포구 동교로,3994,소풍,U,2021.12.1 22:02,한식,
1,영업/정상,영업,,121819,서울특별시 마포구 동교동 200-8번지 1층 ,서울특별시 마포구 동교로 205 (동교동1층),서울 마포구 동교로,3993,소풍 동교점,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 255-20번지 ,서울특별시 마포구 동교로 251 (연남동 1층 일부),서울 마포구 동교로,3984,소풍김밥,I,2018.8.31 23:59,분식,
1,영업/정상,영업,23024889,121904,서울특별시 마포구 상암동 1601번지 ,서울특별시 마포구 월드컵북로 402 지상2층 223224225호 (상암동 KGIT센터),서울 마포구 월드컵북로,3925,소호정 상암점,U,2019.11.14 2:40,한식,
1,영업/정상,영업,,121120,서울특별시 마포구 현석동 1-9,서울특별시 마포구 토정로 206 (현석동 1층 일부),서울 마포구 토정로,4092,속초착한코다리,U,2019.12.7 0:03,한식,
1,영업/정상,영업,23236877,121818,서울특별시 마포구 동교동 169-14,서울특별시 마포구 양화로18길 15 2층 (동교동),서울 마포구 양화로18길,4051,손오공마라탕,U,2020.12.1 0:06,중국식,
1,영업/정상,영업,,121893,서울특별시 마포구 서교동 369-26번지 2층 ,서울특별시 마포구 잔다리로6길 23 2층 (서교동),서울 마포구 잔다리로6길,4039,손오공마라탕 서교점,U,2018.10.28 2:37,한식,
1,영업/정상,영업,23330862,121840,서울특별시 마포구 서교동 395-32번지 ,서울특별시 마포구 독막로3길 21-4 (서교동),서울 마포구 독막로3길,4044,솔내한옥집,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 390-42,서울특별시 마포구 동교로38길 35 지1층 23호 (연남동),서울 마포구 동교로38길,3982,솔솥 연남점,U,2020.12.4 22:02,한식,
1,영업/정상,영업,27172044,121812,서울특별시 마포구 도화동 68-2번지 1층 일부 ,서울특별시 마포구 마포대로4길 46 (도화동1층 일부),서울 마포구 마포대로4길,4173,솔잎식당,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23230084,121865,서울특별시 마포구 연남동 226-16번지 ,서울특별시 마포구 성미산로 197 (연남동 1층),서울 마포구 성미산로,3981,송가,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 258-10번지 ,서울특별시 마포구 동교로 245 지1 1층2층 (연남동),서울 마포구 동교로,3984,송가네감자탕,I,2020.3.8 0:23,한식,
1,영업/정상,영업,27060997,121803,서울특별시 마포구 공덕동 240-20번지 ,서울특별시 마포구 마포대로12길 17-1 (공덕동),서울 마포구 마포대로12길,4211,송가네순두부전문,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121841,서울특별시 마포구 서교동 449-30번지 1층일부 ,서울특별시 마포구 동교로19길 48 (서교동 1층일부),서울 마포구 동교로19길,4000,송가네정육식당,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 328-9 현영빌딩,서울특별시 마포구 와우산로7길 3 현영빌딩 1층 (상수동),서울 마포구 와우산로7길,4074,송린,I,2020.10.31 0:01,중국식,
1,영업/정상,영업,,121861,서울특별시 마포구 아현동 437-3번지 지하2호 고려아카데미텔 ,서울특별시 마포구 마포대로 196 (아현동지하2호 고려아카데미텔),서울 마포구 마포대로,4206,송백부대찌개 마포점,U,2018.12.7 2:40,한식,
1,영업/정상,영업,,121822,서울특별시 마포구 망원동 414-6번지 ,서울특별시 마포구 포은로8길 21 (망원동 1층일부),서울 마포구 포은로8길,4010,송이네,I,2018.8.31 23:59,분식,
1,영업/정상,영업,,,,서울특별시 마포구 독막로 311 지층 B102호 (염리동),서울 마포구 독막로,4156,송추가마골인어반 마포점,U,2019.12.5 22:01,한식,
1,영업/정상,영업,,121904,서울특별시 마포구 상암동 1603 (주)문화방송 지1층일부(비116호),서울특별시 마포구 성암로 267 (상암동 (주)문화방송 지1층일부(비116호)),서울 마포구 성암로,3925,송추가마골인어반 상암점,U,2019.11.1 0:05,한식,
1,영업/정상,영업,,121835,서울특별시 마포구 상암동 1497,서울특별시 마포구 월드컵북로42다길 28 1층 102호 (상암동),서울 마포구 월드컵북로42다길,3930,송탄부대찌개,U,2020.12.5 22:03,한식,
1,영업/정상,영업,,121893,서울특별시 마포구 서교동 364-4번지 ,서울특별시 마포구 와우산로21길 19-16 (서교동 2층),서울 마포구 와우산로21길,4041,송탄영빈루 홍대직영점,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,27121444,121813,서울특별시 마포구 도화동 250-10번지 ,서울특별시 마포구 도화길 6-3 1층 (도화동),서울 마포구 도화길,4173,솥밥삼겹살,U,2019.7.7 2:40,한식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 223-110번지 지1층일부 ,서울특별시 마포구 성미산로 161-6 (연남동 지1층일부),서울 마포구 성미산로,3980,쇠가부엌,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121849,서울특별시 마포구 성산동 515 월드컵주경기장,서울특별시 마포구 월드컵로 240 월드컵주경기장 메가박스 2층일부 (성산동),서울 마포구 월드컵로,3932,쇼부라멘 상암월드컵경기장점,U,2020.10.30 23:00,일식,
1,영업/정상,영업,20318070805,121865,서울특별시 마포구 연남동 228-56번지 1층일부 ,서울특별시 마포구 동교로38안길 3 1층일부 (연남동),서울 마포구 동교로38안길,3982,수라간,I,2018.10.25 2:37,한식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 390-42번지 ,서울특별시 마포구 동교로38길 35 (연남동 1층일부),서울 마포구 동교로38길,3982,수부니흐,I,2018.8.31 23:59,기타,
1,영업/정상,영업,27155136,121805,서울특별시 마포구 공덕동 391-0번지 1층동 ,서울특별시 마포구 백범로 169-23 1층동 (공덕동),서울 마포구 백범로,4147,수빈소머리곰탕,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 387-31,서울특별시 마포구 성미산로 190-31 지상1층 (연남동),서울 마포구 성미산로,3982,수상한키친,U,2019.12.6 23:05,일식,
1,영업/정상,영업,,121881,서울특별시 마포구 창전동 197,서울특별시 마포구 독막로22길 3-7 1층 (창전동),서울 마포구 독막로22길,4078,수앙바,U,2020.12.5 23:00,기타,
1,영업/정상,영업,,121854,서울특별시 마포구 신수동 81-54번지 ,서울특별시 마포구 백범로 30 (신수동 2층),서울 마포구 백범로,4109,수엠부레스토랑,U,2019.7.26 2:40,경양식,
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 333-43번지 1층 ,서울특별시 마포구 와우산로29마길 21 1층 (서교동),서울 마포구 와우산로29마길,4053,수염,I,2018.8.31 23:59,까페,
1,영업/정상,영업,,121859,서울특별시 마포구 아현동 327-28번지 ,서울특별시 마포구 굴레방로 29-1 12층 (아현동),서울 마포구 굴레방로,4116,수유리우동집 아현점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,23365595,121869,서울특별시 마포구 연남동 568-23 (1층),서울특별시 마포구 동교로27길 41 (연남동(1층)),서울 마포구 동교로27길,3991,수유리찌개백반 연남점,U,2021.11.30 23:04,한식,
1,영업/정상,영업,,121827,서울특별시 마포구 망원동 517 마포영화블렌하임,서울특별시 마포구 월드컵로25길 26 101동 40-2호 (망원동 마포영화블렌하임),서울 마포구 월드컵로25길,3964,수유리혼밥왕 망원성산점,U,2020.12.8 23:08,한식,
1,영업/정상,영업,,121867,서울특별시 마포구 연남동 390-59,서울특별시 마포구 동교로38길 19 2층 (연남동),서울 마포구 동교로38길,3982,수을관,U,2020.12.7 22:09,한식,
1,영업/정상,영업,,121839,서울특별시 마포구 서교동 483-9번지,서울특별시 마포구 월드컵로8길 41 지1층 101호 (서교동),서울 마포구 월드컵로8길,4029,수잔네허브식당,U,2019.12.5 23:02,한식,
1,영업/정상,영업,27170207,121801,서울특별시 마포구 공덕동 105-94,서울특별시 마포구 마포대로16길 8 (공덕동),서울 마포구 마포대로16길,4207,수저가,U,2020.11.30 22:04,중국식,마포 수저가' 검색시 3번째로 뜸
1,영업/정상,영업,,121854,서울특별시 마포구 신수동 89-10번지 ,서울특별시 마포구 광성로4길 10 (신수동 1층),서울 마포구 광성로4길,4096,수저가,I,2018.8.31 23:59,중국식,
1,영업/정상,영업,,121872,서울특별시 마포구 염리동 86-11,서울특별시 마포구 숭문길 7-1 1층 (염리동),서울 마포구 숭문길,4137,수저가,I,2020.12.7 22:00,기타,마포 수저가' 검색시 2번째로 뜸
1,영업/정상,영업,,121731,서울특별시 마포구 도화동 536번지 정우빌딩지하1층28호 ,서울특별시 마포구 토정로37길 46 (도화동정우빌딩지하1층28호),서울 마포구 토정로37길,4157,수제왕돈까스&한식,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121836,서울특별시 마포구 서교동 330-21,서울특별시 마포구 와우산로35길 71 2층 (서교동),서울 마포구 와우산로35길,4052,수줍은 포차,U,2020.12.7 22:02,한식,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 360-14번지 ,서울특별시 마포구 와우산로18길 30 2층 (서교동),서울 마포구 와우산로18길,4067,수지네,U,2019.8.1 2:40,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 313-1번지 지하1층 ,서울특별시 마포구 독막로15길 3-18 (상수동지하1층),서울 마포구 독막로15길,4049,수지앤파스타,I,2018.8.31 23:59,까페,
1,영업/정상,영업,23389929,121895,서울특별시 마포구 서교동 410-3 지1층,서울특별시 마포구 와우산로15길 10 (서교동지1층),서울 마포구 와우산로15길,4049,수지큐,U,2020.10.30 22:01,한식,
1,영업/정상,영업,,121839,서울특별시 마포구 서교동 382-21번지 1층 ,서울특별시 마포구 양화로7길 55 (서교동1층),서울 마포구 양화로7길,4035,수타서교손칼국수,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121813,서울특별시 마포구 도화동 251-1번지 ,서울특별시 마포구 삼개로 20 (도화동 1층일부),서울 마포구 삼개로,4173,수퍼 마포점,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121904,서울특별시 마포구 상암동 1615번지 PARK M ,서울특별시 마포구 매봉산로 80 PARK M 1층 6호 (상암동),서울 마포구 매봉산로,3927,수하동관,U,2020.3.28 2:40,기타,
1,영업/정상,영업,27192158,121812,서울특별시 마포구 도화동 181-6 1층,서울특별시 마포구 도화길 49 (도화동1층),서울 마포구 도화길,4168,숙련도,U,2019.10.30 23:07,호프/통닭,
1,영업/정상,영업,,121841,서울특별시 마포구 서교동 490번지 ,서울특별시 마포구 양화로 45 (서교동 메세나폴리스몰 B1109호),서울 마포구 양화로,4036,순남시래기 메세나폴리스점,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121815,서울특별시 마포구 도화동 560 마포 태영 데시앙,서울특별시 마포구 독막로 320 마포 태영 데시앙 1층 107호 (도화동),서울 마포구 독막로,4157,순대국리치런치,I,2020.11.1 22:03,한식,
1,영업/정상,영업,,121809,서울특별시 마포구 대흥동 267-1,서울특별시 마포구 백범로 96 1층 (대흥동),서울 마포구 백범로,4149,순대싸롱,I,2019.10.30 23:04,기타,
1,영업/정상,영업,23349210,121827,서울특별시 마포구 망원동 481-5번지 ,서울특별시 마포구 월드컵로 117 (망원동),서울 마포구 월드컵로,3963,순대일번지,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121830,서울특별시 마포구 상암동 33-12번지 1층일부 ,서울특별시 마포구 월드컵북로44길 19 (상암동 1층일부),서울 마포구 월드컵북로44길,3930,순이네곱창,U,2019.8.8 2:40,기타,
1,영업/정상,영업,,121809,서울특별시 마포구 대흥동 37-14번지 ,서울특별시 마포구 대흥로 114-1 (대흥동 1층 일부),서울 마포구 대흥로,4136,순이네바지락칼국수,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121840,서울특별시 마포구 서교동 397-13,서울특별시 마포구 어울마당로5길 50 1층 202호 (서교동),서울 마포구 어울마당로5길,4047,순이네아들,U,2020.12.4 0:06,기타,
1,영업/정상,영업,23233404,121819,서울특별시 마포구 동교동 201-32번지 ,서울특별시 마포구 동교로 175 (동교동),서울 마포구 동교로,3992,순이네포차호프,I,2018.8.31 23:59,경양식,
1,영업/정상,영업,27013509,121856,서울특별시 마포구 신수동 339-10번지 1층 ,서울특별시 마포구 독막로 188 (신수동1층),서울 마포구 독막로,4088,순정이네,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121850,서울특별시 마포구 성산동 592-6번지 이안상암Ⅱ ,서울특별시 마포구 월드컵로 190 이안상암Ⅱ 1층 (성산동),서울 마포구 월드컵로,3938,순희네닭곰탕,U,2019.4.14 2:40,기타,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 400-12번지 ,서울특별시 마포구 양화로6길 77 지상2층 (서교동),서울 마포구 양화로6길,4047,술개구리,U,2019.6.1 2:40,경양식,
1,영업/정상,영업,,121888,서울특별시 마포구 합정동 445-9번지 1층일부 ,서울특별시 마포구 희우정로 35 (합정동 1층일부),서울 마포구 희우정로,4019,술그리다,I,2018.8.31 23:59,한식,
1,영업/정상,영업,27070447,121804,서울특별시 마포구 공덕동 371번지 ,서울특별시 마포구 마포대로 115-12 (공덕동 공덕삼성아파트 제상가동 제1층 제117호일부118호119호),서울 마포구 마포대로,4145,술까게,I,2018.8.31 23:59,한식,
1,영업/정상,영업,,121870,서울특별시 마포구 염리동 9-117번지 1층일부 ,서울특별시 마포구 대흥로30길 20 (염리동 1층일부),서울 마포구 대흥로30길,4113,술식당소규모,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,23732544,121830,서울특별시 마포구 상암동 36-10번지 1층 ,서울특별시 마포구 월드컵북로48길 11 (상암동1층),서울 마포구 월드컵북로48길,3927,술이야,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121856,서울특별시 마포구 신수동 261-1 세광약국,서울특별시 마포구 토정로17길 12 1층 우측 (신수동),서울 마포구 토정로17길,4088,술익는 달,U,2020.12.4 22:01,한식,
1,영업/정상,영업,,121829,서울특별시 마포구 상수동 323-3번지 1층일부 ,서울특별시 마포구 독막로 74 (상수동 1층 일부),서울 마포구 독막로,4074,술잔에비친별빛,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121820,서울특별시 마포구 망원동 57-284 디자인팜,서울특별시 마포구 월드컵로19길 90 디자인팜 1층 (망원동),서울 마포구 월드컵로19길,4014,숨,U,2020.12.4 22:09,경양식,
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 260-41 지1층,서울특별시 마포구 동교로34길 12 (연남동 지1층),서울 마포구 동교로34길,3985,숨은골목,U,2019.12.7 22:07,한식,
1,영업/정상,영업,2.07E+11,121887,서울특별시 마포구 합정동 426-20번지 1층  106호.107호 ,서울특별시 마포구 월드컵로 37 (합정동1층  106호.107호),서울 마포구 월드컵로,4023,숯닭,U,2019.6.5 2:40,정종/대포집/소주방,
1,영업/정상,영업,,121845,서울특별시 마포구 성산동 174-1번지 1층일부 ,서울특별시 마포구 월드컵로36길 40 (성산동 1층일부),서울 마포구 월드컵로36길,3939,숯돌이네돼지,I,2018.8.31 23:59,호프/통닭,
1,영업/정상,영업,,121821,서울특별시 마포구 망원동 395-4,서울특별시 마포구 포은로 75 1층 101호 (망원동),서울 마포구 포은로,4017,숯불설레임,U,2020.12.2 23:04,한식,
1,영업/정상,영업,,121899,서울특별시 마포구 동교동 189-5,서울특별시 마포구 와우산로37길 11 3층 (동교동),서울 마포구 와우산로37길,4056,숲길,U,2020.12.8 23:07,기타,마포 숲길' 검색시 경의선숲길이 더 상위에 뜸
1,영업/정상,영업,,121865,서울특별시 마포구 연남동 228-40,서울특별시 마포구 동교로 256 (연남동 1층),서울 마포구 동교로,3982,숲길곱창,U,2019.10.31 23:08,호프/통닭,
1,영업/정상,영업,,121809,서울특별시 마포구 대흥동 248-13번지 ,서울특별시 마포구 대흥로 80-14 1층 (대흥동),서울 마포구 대흥로,4149,숲길해장,U,2019.8.2 2:40,기타,
1,영업/정상,영업,,121839,서울특별시 마포구 서교동 478-3번지 동궁빌딩 1층일부 ,서울특별시 마포구 월드컵로10길 48 (서교동 동궁빌딩 1층),서울 마포구 월드컵로10길,4003,쉐시몽,I,2018.8.31 23:59,기타,
1,영업/정상,영업,,121818,서울특별시 마포구 동교동 167-2 LC TOWER,서울특별시 마포구 양화로 186 LC TOWER 1층 101호 (동교동),서울 마포구 양화로,4051,쉐이크쉑 홍대점,U,2020.12.8 22:05,기타,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 344-6번지 외1필지 칼리오페 117118호,서울특별시 마포구 와우산로23길 9 117118호 (서교동  칼리오페),서울 마포구 와우산로23길,4055,쉬즈베이글 홍대점,I,2018.8.31 23:59,까페,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 362-7,서울특별시 마포구 와우산로 75 지하1층 (서교동),서울 마포구 와우산로,4041,슈가레이,I,2020.11.1 23:06,호프/통닭,
1,영업/정상,영업,,121837,서울특별시 마포구 서교동 346-31,서울특별시 마포구 홍익로2길 23 1층 101호 (서교동),서울 마포구 홍익로2길,4055,슈슈,I,2019.12.8 0:08,기타,
1,영업/정상,영업,,121895,서울특별시 마포구 서교동 405-17번지 ,서울특별시 마포구 어울마당로 59 2층 (서교동),서울 마포구 어울마당로,4048,슈츄안꼬치훠궈 홍대본점,I,2019.4.13 2:20,기타,
